('O', 'T', 'H', 'E', 'M', 'D', 'L', 'P', 'G') ('A', 'S', 'I', 'N', 'C', 'U', 'F', 'R', 'W') 3369482133
('I', 'O', 'H', 'A', 'G', 'M', 'D', 'U', 'W') ('E', 'N', 'S', 'T', 'L', 'R', 'F', 'C', 'P') 2923014093
('O', 'R', 'T', 'H', 'W', 'C', 'P', 'U', 'M') ('E', 'A', 'I', 'N', 'D', 'S', 'G', 'L', 'F') 2922979068
('O', 'A', 'S', 'I', 'U', 'L', 'M', 'P', 'W') ('N', 'T', 'R', 'E', 'D', 'H', 'C', 'G', 'F') 2922857866
('S', 'H', 'I', 'N', 'D', 'W', 'P', 'L', 'F') ('A', 'O', 'T', 'E', 'C', 'R', 'M', 'U', 'G') 2922845678
('I', 'S', 'A', 'R', 'D', 'F', 'P', 'L', 'W') ('O', 'T', 'N', 'E', 'C', 'H', 'M', 'U', 'G') 2922767014
('O', 'S', 'T', 'H', 'F', 'P', 'G', 'U', 'M') ('E', 'A', 'I', 'N', 'D', 'R', 'W', 'L', 'C') 2922749424
('A', 'I', 'O', 'R', 'U', 'C', 'P', 'F', 'W') ('E', 'S', 'N', 'T', 'D', 'H', 'M', 'G', 'L') 2922722301
('O', 'I', 'H', 'A', 'U', 'C', 'D', 'W', 'F') ('E', 'N', 'S', 'T', 'L', 'R', 'M', 'P', 'G') 2922603831
('H', 'R', 'A', 'N', 'C', 'W', 'F', 'L', 'M') ('I', 'O', 'T', 'E', 'S', 'D', 'P', 'U', 'G') 2922601664
('O', 'H', 'I', 'S', 'D', 'F', 'P', 'L', 'G') ('E', 'A', 'N', 'T', 'U', 'R', 'W', 'C', 'M') 2922499840
('I', 'S', 'O', 'R', 'F', 'D', 'W', 'C', 'M') ('E', 'T', 'A', 'N', 'G', 'H', 'U', 'L', 'P') 2922467940
('R', 'S', 'I', 'N', 'C', 'G', 'P', 'M', 'F') ('E', 'O', 'A', 'T', 'D', 'H', 'U', 'L', 'W') 2922433485
('H', 'I', 'O', 'R', 'U', 'D', 'W', 'C', 'L') ('A', 'E', 'N', 'T', 'G', 'S', 'F', 'M', 'P') 2922419904
('R', 'H', 'I', 'N', 'D', 'U', 'G', 'L', 'C') ('A', 'O', 'T', 'E', 'S', 'M', 'P', 'F', 'W') 2922384099
('R', 'A', 'S', 'T', 'U', 'F', 'W', 'P', 'G') ('E', 'O', 'I', 'N', 'D', 'M', 'C', 'H', 'L') 2922382693
('O', 'S', 'H', 'A', 'C', 'L', 'M', 'F', 'G') ('I', 'N', 'T', 'E', 'R', 'D', 'P', 'U', 'W') 2922381182
('A', 'R', 'I', 'S', 'L', 'P', 'G', 'D', 'M') ('O', 'T', 'N', 'E', 'C', 'H', 'F', 'U', 'W') 2922347553
('R', 'N', 'S', 'T', 'L', 'G', 'M', 'U', 'W') ('I', 'O', 'E', 'A', 'D', 'F', 'C', 'H', 'P') 2922345014
('R', 'S', 'H', 'E', 'P', 'L', 'M', 'U', 'W') ('A', 'I', 'T', 'O', 'C', 'N', 'F', 'D', 'G') 2922340108
('R', 'S', 'I', 'N', 'D', 'U', 'P', 'M', 'F') ('E', 'O', 'A', 'T', 'C', 'H', 'G', 'L', 'W') 2922336320
('R', 'N', 'S', 'T', 'P', 'U', 'F', 'L', 'M') ('I', 'O', 'E', 'A', 'D', 'C', 'W', 'H', 'G') 2922209449
('I', 'H', 'A', 'R', 'L', 'D', 'W', 'M', 'C') ('O', 'E', 'N', 'T', 'U', 'S', 'F', 'G', 'P') 2922176420
('H', 'R', 'O', 'N', 'L', 'D', 'G', 'C', 'P') ('I', 'E', 'A', 'T', 'U', 'S', 'F', 'M', 'W') 2922160285
('O', 'N', 'T', 'H', 'F', 'G', 'W', 'D', 'P') ('A', 'I', 'S', 'E', 'L', 'R', 'M', 'C', 'U') 2922119252
('R', 'S', 'A', 'N', 'D', 'G', 'P', 'L', 'M') ('O', 'T', 'I', 'E', 'C', 'H', 'F', 'W', 'U') 2922051416
('R', 'N', 'H', 'E', 'P', 'G', 'F', 'W', 'U') ('A', 'O', 'T', 'I', 'S', 'L', 'M', 'D', 'C') 2922037729
('R', 'I', 'T', 'H', 'U', 'M', 'W', 'F', 'P') ('E', 'O', 'A', 'N', 'S', 'D', 'G', 'L', 'C') 2922008809
('R', 'S', 'H', 'E', 'C', 'M', 'P', 'U', 'F') ('A', 'I', 'T', 'O', 'D', 'N', 'W', 'L', 'G') 2922007962
('S', 'H', 'A', 'N', 'L', 'U', 'W', 'M', 'C') ('I', 'O', 'T', 'E', 'D', 'R', 'G', 'F', 'P') 2921863610
('O', 'H', 'I', 'S', 'L', 'W', 'G', 'C', 'D') ('E', 'A', 'N', 'T', 'U', 'R', 'F', 'M', 'P') 2921839176
('R', 'O', 'I', 'N', 'G', 'U', 'P', 'L', 'F') ('A', 'T', 'S', 'E', 'M', 'H', 'D', 'W', 'C') 2921777522
('S', 'H', 'A', 'N', 'D', 'U', 'W', 'L', 'C') ('O', 'I', 'T', 'E', 'F', 'R', 'M', 'P', 'G') 2921776919
('R', 'N', 'S', 'H', 'L', 'C', 'M', 'U', 'F') ('O', 'A', 'T', 'E', 'I', 'D', 'P', 'W', 'G') 2921756237
('O', 'R', 'A', 'N', 'M', 'U', 'F', 'C', 'P') ('I', 'T', 'S', 'E', 'D', 'H', 'L', 'W', 'G') 2921581573
('I', 'H', 'A', 'S', 'D', 'U', 'F', 'C', 'G') ('E', 'O', 'N', 'T', 'L', 'R', 'W', 'M', 'P') 2921555114
('O', 'R', 'A', 'N', 'D', 'G', 'P', 'M', 'F') ('I', 'T', 'S', 'E', 'C', 'H', 'L', 'U', 'W') 2921548503
('R', 'N', 'S', 'T', 'L', 'D', 'G', 'U', 'W') ('O', 'I', 'E', 'A', 'M', 'C', 'F', 'H', 'P') 2921539871
('A', 'S', 'O', 'R', 'L', 'P', 'G', 'M', 'W') ('E', 'T', 'I', 'N', 'D', 'H', 'U', 'C', 'F') 2921532281
('R', 'N', 'S', 'T', 'L', 'U', 'M', 'P', 'W') ('I', 'O', 'E', 'A', 'D', 'C', 'G', 'H', 'F') 2921509925
('H', 'O', 'I', 'N', 'G', 'U', 'F', 'L', 'M') ('E', 'A', 'S', 'T', 'D', 'R', 'W', 'C', 'P') 2921476751
('R', 'S', 'T', 'H', 'C', 'P', 'M', 'U', 'L') ('I', 'O', 'E', 'A', 'D', 'N', 'W', 'F', 'G') 2921468944
('O', 'H', 'A', 'S', 'L', 'U', 'F', 'C', 'G') ('E', 'T', 'I', 'N', 'M', 'D', 'P', 'R', 'W') 2921449281
('O', 'N', 'S', 'T', 'U', 'G', 'F', 'C', 'P') ('I', 'A', 'R', 'E', 'D', 'L', 'H', 'W', 'M') 2921413759
('A', 'R', 'I', 'S', 'L', 'U', 'P', 'M', 'D') ('O', 'T', 'N', 'E', 'C', 'H', 'F', 'G', 'W') 2921360118
('A', 'H', 'I', 'S', 'D', 'U', 'P', 'M', 'C') ('O', 'E', 'N', 'T', 'F', 'R', 'W', 'G', 'L') 2921346686
('I', 'S', 'H', 'A', 'C', 'D', 'M', 'G', 'F') ('O', 'E', 'N', 'T', 'U', 'R', 'W', 'L', 'P') 2921315027
('S', 'N', 'T', 'H', 'L', 'G', 'W', 'D', 'U') ('A', 'O', 'I', 'E', 'C', 'R', 'M', 'P', 'F') 2921279795
('S', 'H', 'O', 'N', 'U', 'D', 'C', 'F', 'L') ('A', 'I', 'T', 'E', 'M', 'R', 'W', 'G', 'P') 2921230608
('I', 'O', 'R', 'A', 'G', 'L', 'M', 'U', 'F') ('E', 'S', 'N', 'T', 'D', 'H', 'P', 'C', 'W') 2921083608
('R', 'N', 'S', 'T', 'L', 'D', 'G', 'U', 'P') ('O', 'I', 'E', 'A', 'M', 'C', 'W', 'H', 'F') 2920984671
('I', 'O', 'H', 'A', 'D', 'L', 'G', 'F', 'W') ('N', 'E', 'S', 'T', 'U', 'R', 'M', 'P', 'C') 2920968479
('S', 'H', 'O', 'N', 'U', 'D', 'W', 'C', 'L') ('I', 'A', 'T', 'E', 'F', 'R', 'M', 'P', 'G') 2920911703
('R', 'H', 'A', 'N', 'L', 'U', 'W', 'M', 'C') ('I', 'O', 'T', 'E', 'S', 'D', 'P', 'F', 'G') 2920899499
('R', 'S', 'A', 'N', 'D', 'U', 'W', 'M', 'F') ('E', 'I', 'T', 'O', 'H', 'C', 'P', 'L', 'G') 2920894741
('O', 'R', 'I', 'S', 'C', 'U', 'W', 'D', 'F') ('E', 'T', 'A', 'N', 'G', 'H', 'P', 'L', 'M') 2920813224
('R', 'N', 'S', 'T', 'U', 'C', 'F', 'W', 'M') ('I', 'O', 'E', 'A', 'D', 'L', 'G', 'H', 'P') 2920804828
('R', 'S', 'T', 'O', 'F', 'U', 'W', 'D', 'G') ('E', 'A', 'I', 'N', 'C', 'H', 'P', 'L', 'M') 2920804647
('R', 'I', 'T', 'H', 'U', 'G', 'M', 'P', 'F') ('E', 'O', 'A', 'N', 'S', 'D', 'W', 'L', 'C') 2920732769
('O', 'A', 'S', 'I', 'F', 'L', 'W', 'M', 'G') ('N', 'T', 'R', 'E', 'D', 'H', 'C', 'U', 'P') 2920700502
('I', 'H', 'A', 'R', 'D', 'U', 'P', 'M', 'C') ('O', 'E', 'N', 'T', 'F', 'S', 'W', 'G', 'L') 2920675672
('O', 'R', 'S', 'T', 'L', 'F', 'G', 'U', 'P') ('E', 'A', 'I', 'N', 'D', 'C', 'W', 'H', 'M') 2920671731
('I', 'S', 'H', 'A', 'C', 'L', 'M', 'P', 'D') ('O', 'E', 'N', 'T', 'U', 'R', 'W', 'G', 'F') 2920671638
('O', 'H', 'A', 'N', 'L', 'U', 'W', 'M', 'P') ('I', 'E', 'S', 'T', 'F', 'R', 'C', 'D', 'G') 2920393330
('O', 'R', 'I', 'N', 'C', 'U', 'W', 'F', 'P') ('E', 'S', 'A', 'T', 'D', 'H', 'G', 'L', 'M') 2920338629
('O', 'R', 'A', 'N', 'L', 'G', 'F', 'M', 'P') ('I', 'T', 'S', 'E', 'C', 'H', 'D', 'U', 'W') 2920315215
('H', 'R', 'I', 'N', 'C', 'G', 'U', 'L', 'M') ('A', 'O', 'T', 'E', 'S', 'D', 'P', 'F', 'W') 2920294463
('R', 'O', 'A', 'N', 'G', 'U', 'W', 'L', 'M') ('I', 'T', 'S', 'E', 'C', 'H', 'D', 'F', 'P') 2920291892
('O', 'R', 'A', 'S', 'L', 'U', 'F', 'C', 'P') ('E', 'T', 'I', 'N', 'D', 'H', 'G', 'M', 'W') 2920202215
('R', 'S', 'T', 'H', 'D', 'W', 'G', 'U', 'L') ('O', 'I', 'E', 'A', 'M', 'N', 'F', 'C', 'P') 2920202060
('O', 'I', 'H', 'A', 'P', 'C', 'D', 'W', 'G') ('N', 'E', 'S', 'T', 'U', 'R', 'F', 'L', 'M') 2920149681
('R', 'H', 'A', 'N', 'D', 'U', 'P', 'L', 'M') ('I', 'O', 'T', 'E', 'S', 'C', 'G', 'F', 'W') 2920104024
('R', 'S', 'A', 'N', 'C', 'G', 'P', 'L', 'M') ('I', 'O', 'T', 'E', 'H', 'D', 'F', 'U', 'W') 2920084141
('R', 'S', 'A', 'N', 'D', 'U', 'G', 'L', 'F') ('O', 'T', 'I', 'E', 'C', 'H', 'M', 'P', 'W') 2920050635
('A', 'H', 'I', 'N', 'D', 'G', 'P', 'F', 'W') ('O', 'E', 'S', 'T', 'U', 'R', 'C', 'L', 'M') 2919787187
('O', 'I', 'H', 'A', 'U', 'L', 'M', 'C', 'G') ('S', 'N', 'T', 'E', 'R', 'D', 'W', 'F', 'P') 2919782240
('O', 'R', 'S', 'T', 'M', 'U', 'W', 'C', 'P') ('A', 'E', 'I', 'N', 'G', 'D', 'F', 'L', 'H') 2919739957
('S', 'H', 'A', 'N', 'D', 'U', 'P', 'M', 'C') ('I', 'O', 'T', 'E', 'L', 'R', 'W', 'F', 'G') 2919738711
('O', 'R', 'I', 'S', 'L', 'P', 'G', 'C', 'F') ('A', 'T', 'N', 'E', 'D', 'H', 'M', 'U', 'W') 2919714047
('I', 'H', 'O', 'R', 'U', 'D', 'W', 'M', 'L') ('A', 'E', 'N', 'T', 'G', 'S', 'F', 'C', 'P') 2919706388
('O', 'S', 'A', 'R', 'C', 'F', 'P', 'L', 'M') ('E', 'T', 'I', 'N', 'G', 'H', 'U', 'D', 'W') 2919691418
('O', 'H', 'I', 'S', 'L', 'P', 'W', 'D', 'C') ('E', 'A', 'N', 'T', 'U', 'R', 'F', 'G', 'M') 2919690729
('A', 'R', 'T', 'H', 'W', 'G', 'P', 'M', 'F') ('O', 'E', 'I', 'N', 'U', 'D', 'C', 'S', 'L') 2919662230
('O', 'H', 'I', 'S', 'L', 'U', 'W', 'D', 'M') ('A', 'E', 'N', 'T', 'G', 'R', 'F', 'C', 'P') 2919640301
('O', 'H', 'A', 'R', 'M', 'U', 'G', 'C', 'D') ('E', 'I', 'N', 'T', 'P', 'S', 'F', 'L', 'W') 2919638546
('O', 'A', 'R', 'I', 'F', 'L', 'G', 'U', 'P') ('E', 'S', 'N', 'T', 'D', 'H', 'M', 'C', 'W') 2919521548
('O', 'H', 'A', 'S', 'M', 'U', 'G', 'D', 'P') ('E', 'T', 'I', 'N', 'C', 'R', 'W', 'L', 'F') 2919511353
('O', 'R', 'I', 'S', 'L', 'U', 'G', 'C', 'P') ('A', 'N', 'T', 'E', 'H', 'D', 'M', 'F', 'W') 2919449795
('O', 'H', 'A', 'S', 'L', 'U', 'F', 'M', 'C') ('E', 'T', 'I', 'N', 'G', 'D', 'P', 'R', 'W') 2919406405
('S', 'H', 'A', 'N', 'L', 'D', 'W', 'C', 'P') ('O', 'I', 'T', 'E', 'U', 'R', 'M', 'F', 'G') 2919391205
('O', 'R', 'S', 'T', 'M', 'F', 'C', 'U', 'W') ('A', 'E', 'I', 'N', 'G', 'D', 'P', 'L', 'H') 2919354858
('A', 'R', 'I', 'S', 'L', 'U', 'W', 'M', 'F') ('E', 'O', 'N', 'T', 'D', 'H', 'P', 'G', 'C') 2919311795
('R', 'N', 'S', 'T', 'P', 'G', 'C', 'W', 'M') ('I', 'O', 'E', 'A', 'D', 'L', 'F', 'H', 'U') 2919294586
('S', 'N', 'T', 'H', 'P', 'C', 'W', 'F', 'M') ('O', 'I', 'E', 'A', 'R', 'L', 'G', 'D', 'U') 2919290308
('I', 'H', 'A', 'R', 'D', 'F', 'P', 'L', 'G') ('O', 'E', 'N', 'T', 'U', 'S', 'W', 'C', 'M') 2919282754
('O', 'H', 'A', 'S', 'L', 'U', 'G', 'M', 'C') ('E', 'T', 'I', 'N', 'D', 'R', 'W', 'F', 'P') 2919237929
('O', 'S', 'A', 'R', 'C', 'U', 'P', 'W', 'G') ('E', 'T', 'I', 'N', 'D', 'H', 'F', 'L', 'M') 2919215760
('R', 'O', 'N', 'T', 'U', 'F', 'L', 'P', 'M') ('A', 'I', 'S', 'E', 'C', 'H', 'D', 'W', 'G') 2919181883
('R', 'O', 'N', 'T', 'D', 'U', 'M', 'P', 'W') ('I', 'S', 'E', 'A', 'L', 'C', 'G', 'H', 'F') 2919057861
('R', 'N', 'T', 'H', 'L', 'G', 'P', 'U', 'F') ('I', 'O', 'E', 'A', 'S', 'M', 'W', 'D', 'C') 2919038136
('I', 'H', 'A', 'R', 'D', 'U', 'P', 'L', 'M') ('O', 'E', 'N', 'T', 'F', 'S', 'W', 'G', 'C') 2919024265
('I', 'S', 'H', 'A', 'C', 'L', 'D', 'G', 'P') ('O', 'E', 'N', 'T', 'U', 'R', 'W', 'F', 'M') 2918974473
('O', 'H', 'I', 'S', 'M', 'P', 'G', 'D', 'C') ('A', 'N', 'T', 'E', 'R', 'L', 'W', 'F', 'U') 2918965067
('O', 'H', 'A', 'N', 'L', 'U', 'G', 'C', 'F') ('I', 'E', 'S', 'T', 'W', 'R', 'M', 'D', 'P') 2918957730
('R', 'N', 'T', 'H', 'C', 'G', 'M', 'U', 'F') ('I', 'O', 'E', 'A', 'S', 'L', 'W', 'D', 'P') 2918887731
('O', 'R', 'N', 'T', 'C', 'F', 'P', 'M', 'W') ('A', 'I', 'E', 'S', 'D', 'U', 'G', 'H', 'L') 2918836071
('I', 'A', 'O', 'R', 'F', 'L', 'G', 'C', 'W') ('E', 'S', 'N', 'T', 'D', 'H', 'P', 'U', 'M') 2918835000
('R', 'A', 'T', 'H', 'U', 'M', 'W', 'G', 'P') ('E', 'O', 'I', 'N', 'D', 'S', 'F', 'L', 'C') 2918827765
('I', 'H', 'A', 'R', 'L', 'D', 'P', 'M', 'C') ('O', 'E', 'N', 'T', 'U', 'S', 'F', 'G', 'W') 2918748602
('O', 'N', 'S', 'T', 'F', 'G', 'M', 'P', 'W') ('I', 'A', 'R', 'E', 'D', 'L', 'H', 'C', 'U') 2918741429
('T', 'R', 'O', 'N', 'C', 'D', 'G', 'F', 'W') ('A', 'I', 'E', 'S', 'H', 'U', 'P', 'L', 'M') 2918719535
('A', 'I', 'O', 'R', 'U', 'C', 'P', 'M', 'W') ('E', 'S', 'N', 'T', 'D', 'H', 'F', 'L', 'G') 2918667074
('O', 'R', 'S', 'T', 'U', 'F', 'G', 'D', 'P') ('E', 'A', 'I', 'N', 'C', 'L', 'W', 'H', 'M') 2918645811
('A', 'H', 'I', 'S', 'D', 'U', 'P', 'C', 'G') ('O', 'E', 'N', 'T', 'F', 'R', 'W', 'L', 'M') 2918621113
('A', 'R', 'I', 'S', 'M', 'U', 'W', 'D', 'G') ('E', 'T', 'O', 'N', 'C', 'H', 'P', 'L', 'F') 2918519773
('R', 'O', 'A', 'N', 'G', 'U', 'F', 'L', 'M') ('I', 'T', 'S', 'E', 'C', 'H', 'D', 'W', 'P') 2918513344
('I', 'H', 'A', 'R', 'D', 'U', 'G', 'C', 'M') ('O', 'E', 'N', 'T', 'F', 'S', 'P', 'L', 'W') 2918508158
('H', 'S', 'O', 'N', 'C', 'G', 'P', 'L', 'M') ('I', 'A', 'T', 'E', 'D', 'R', 'W', 'F', 'U') 2918505723
('S', 'N', 'T', 'H', 'W', 'D', 'M', 'U', 'F') ('O', 'I', 'E', 'A', 'R', 'L', 'G', 'C', 'P') 2918477872
('O', 'H', 'I', 'N', 'L', 'U', 'G', 'F', 'C') ('A', 'E', 'S', 'T', 'P', 'R', 'W', 'D', 'M') 2918368878
('S', 'R', 'O', 'N', 'C', 'G', 'P', 'L', 'W') ('A', 'T', 'I', 'E', 'D', 'H', 'M', 'U', 'F') 2918185208
('R', 'N', 'S', 'T', 'F', 'G', 'C', 'M', 'W') ('I', 'O', 'E', 'A', 'D', 'L', 'P', 'H', 'U') 2918157266
('O', 'H', 'I', 'S', 'D', 'U', 'P', 'C', 'G') ('E', 'A', 'N', 'T', 'F', 'R', 'W', 'L', 'M') 2918154669
('R', 'N', 'T', 'H', 'F', 'G', 'M', 'D', 'U') ('I', 'O', 'E', 'A', 'S', 'L', 'W', 'C', 'P') 2918137137
('R', 'N', 'T', 'H', 'P', 'G', 'W', 'F', 'L') ('I', 'O', 'E', 'A', 'S', 'U', 'M', 'D', 'C') 2918102182
('O', 'H', 'A', 'S', 'L', 'F', 'W', 'D', 'G') ('T', 'E', 'I', 'N', 'U', 'R', 'P', 'M', 'C') 2918032389
('R', 'O', 'N', 'T', 'G', 'F', 'P', 'L', 'W') ('A', 'I', 'E', 'S', 'H', 'C', 'U', 'D', 'M') 2918004863
('O', 'N', 'T', 'H', 'U', 'G', 'W', 'D', 'P') ('A', 'I', 'S', 'E', 'L', 'R', 'M', 'C', 'F') 2917943693
('A', 'H', 'I', 'N', 'D', 'G', 'U', 'F', 'W') ('O', 'E', 'S', 'T', 'P', 'R', 'C', 'L', 'M') 2917879968
('A', 'H', 'I', 'N', 'D', 'G', 'F', 'C', 'W') ('O', 'E', 'S', 'T', 'U', 'R', 'M', 'P', 'L') 2917777815
('R', 'I', 'T', 'H', 'U', 'G', 'W', 'F', 'M') ('E', 'O', 'A', 'N', 'S', 'D', 'P', 'L', 'C') 2917771889
('R', 'A', 'S', 'T', 'U', 'M', 'W', 'G', 'P') ('E', 'O', 'I', 'N', 'D', 'F', 'C', 'H', 'L') 2917760140
('H', 'R', 'I', 'N', 'C', 'D', 'P', 'M', 'W') ('A', 'O', 'T', 'E', 'S', 'L', 'G', 'U', 'F') 2917745467
('I', 'O', 'H', 'A', 'G', 'D', 'F', 'W', 'U') ('E', 'N', 'S', 'T', 'L', 'R', 'M', 'P', 'C') 2917680031
('O', 'N', 'T', 'H', 'F', 'C', 'P', 'U', 'W') ('I', 'A', 'S', 'E', 'D', 'R', 'M', 'L', 'G') 2917667475
('A', 'H', 'I', 'N', 'L', 'G', 'W', 'C', 'P') ('O', 'E', 'S', 'T', 'U', 'R', 'F', 'D', 'M') 2917527715
('R', 'T', 'O', 'N', 'M', 'G', 'W', 'C', 'P') ('A', 'I', 'E', 'S', 'D', 'U', 'F', 'H', 'L') 2917465797
('A', 'R', 'I', 'N', 'G', 'U', 'W', 'M', 'F') ('E', 'O', 'S', 'T', 'D', 'H', 'L', 'P', 'C') 2917455435
('O', 'S', 'H', 'A', 'C', 'L', 'M', 'P', 'G') ('I', 'N', 'T', 'E', 'R', 'D', 'W', 'F', 'U') 2917442670
('S', 'H', 'I', 'N', 'D', 'U', 'P', 'M', 'F') ('A', 'O', 'T', 'E', 'L', 'R', 'W', 'C', 'G') 2917418087
('R', 'H', 'I', 'N', 'D', 'U', 'P', 'M', 'F') ('A', 'O', 'T', 'E', 'S', 'L', 'W', 'C', 'G') 2917386806
('A', 'H', 'I', 'N', 'D', 'G', 'U', 'M', 'W') ('O', 'E', 'S', 'T', 'F', 'R', 'C', 'L', 'P') 2917330088
('O', 'H', 'A', 'N', 'D', 'G', 'W', 'C', 'M') ('I', 'E', 'S', 'T', 'U', 'R', 'F', 'L', 'P') 2917304087
('O', 'I', 'H', 'A', 'U', 'L', 'F', 'C', 'P') ('S', 'N', 'T', 'E', 'R', 'D', 'M', 'G', 'W') 2917248618
('O', 'R', 'A', 'N', 'L', 'G', 'W', 'M', 'P') ('I', 'T', 'S', 'E', 'C', 'H', 'D', 'U', 'F') 2917235234
('O', 'H', 'A', 'N', 'D', 'U', 'F', 'M', 'W') ('I', 'E', 'S', 'T', 'G', 'R', 'C', 'L', 'P') 2917221976
('H', 'O', 'I', 'N', 'G', 'U', 'W', 'L', 'M') ('E', 'A', 'S', 'T', 'D', 'R', 'F', 'C', 'P') 2917211510
('R', 'O', 'N', 'T', 'D', 'U', 'W', 'G', 'C') ('A', 'I', 'E', 'S', 'P', 'L', 'F', 'H', 'M') 2917088379
('R', 'S', 'A', 'N', 'D', 'G', 'F', 'L', 'W') ('O', 'T', 'I', 'E', 'C', 'H', 'M', 'P', 'U') 2917003845
('O', 'R', 'I', 'S', 'L', 'U', 'F', 'C', 'M') ('A', 'N', 'T', 'E', 'H', 'D', 'P', 'G', 'W') 2916884330
('A', 'O', 'I', 'S', 'G', 'U', 'P', 'M', 'W') ('N', 'T', 'R', 'E', 'D', 'H', 'L', 'C', 'F') 2916834277
('I', 'R', 'A', 'T', 'M', 'F', 'G', 'W', 'P') ('E', 'S', 'O', 'N', 'D', 'H', 'U', 'L', 'C') 2916812872
('I', 'H', 'A', 'R', 'D', 'U', 'F', 'C', 'G') ('O', 'E', 'N', 'T', 'W', 'S', 'P', 'L', 'M') 2916723962
('R', 'S', 'H', 'E', 'C', 'M', 'G', 'U', 'W') ('I', 'A', 'T', 'O', 'F', 'N', 'P', 'L', 'D') 2916710772
('S', 'N', 'T', 'H', 'C', 'G', 'W', 'D', 'P') ('A', 'O', 'I', 'E', 'L', 'R', 'M', 'F', 'U') 2916707601
('R', 'S', 'T', 'H', 'C', 'W', 'M', 'U', 'D') ('I', 'O', 'E', 'A', 'L', 'N', 'P', 'F', 'G') 2916664423
('O', 'I', 'H', 'A', 'U', 'L', 'F', 'C', 'G') ('E', 'N', 'S', 'T', 'R', 'D', 'M', 'P', 'W') 2916639889
('R', 'N', 'T', 'H', 'C', 'G', 'W', 'D', 'P') ('I', 'O', 'E', 'A', 'S', 'L', 'F', 'M', 'U') 2916599847
('O', 'H', 'A', 'S', 'M', 'U', 'F', 'D', 'P') ('E', 'T', 'I', 'N', 'G', 'R', 'W', 'L', 'C') 2916586481
('R', 'S', 'I', 'N', 'D', 'G', 'P', 'C', 'W') ('A', 'O', 'T', 'E', 'H', 'L', 'M', 'U', 'F') 2916574892
('R', 'H', 'A', 'N', 'D', 'G', 'C', 'L', 'M') ('I', 'O', 'T', 'E', 'S', 'F', 'P', 'U', 'W') 2916427806
('O', 'H', 'A', 'N', 'L', 'U', 'W', 'F', 'P') ('I', 'E', 'S', 'T', 'G', 'R', 'C', 'D', 'M') 2916311237
('O', 'A', 'R', 'I', 'U', 'L', 'M', 'P', 'G') ('E', 'S', 'N', 'T', 'D', 'H', 'F', 'C', 'W') 2916261976
('I', 'H', 'A', 'R', 'D', 'U', 'W', 'M', 'C') ('O', 'E', 'N', 'T', 'F', 'S', 'P', 'L', 'G') 2916221710
('A', 'R', 'I', 'S', 'L', 'P', 'F', 'C', 'M') ('O', 'N', 'T', 'E', 'H', 'D', 'G', 'U', 'W') 2916195632
('H', 'R', 'A', 'N', 'C', 'G', 'F', 'L', 'M') ('I', 'O', 'T', 'E', 'S', 'D', 'P', 'U', 'W') 2916141054
('O', 'H', 'I', 'N', 'F', 'U', 'P', 'M', 'C') ('E', 'A', 'S', 'T', 'D', 'R', 'W', 'L', 'G') 2916139131
('O', 'A', 'R', 'I', 'U', 'L', 'W', 'F', 'P') ('E', 'S', 'N', 'T', 'D', 'H', 'M', 'G', 'C') 2916136813
('O', 'S', 'H', 'A', 'C', 'M', 'D', 'W', 'G') ('T', 'E', 'I', 'N', 'U', 'R', 'P', 'L', 'F') 2916111010
('H', 'O', 'I', 'N', 'G', 'U', 'W', 'L', 'C') ('A', 'E', 'S', 'T', 'F', 'R', 'M', 'D', 'P') 2916068151
('A', 'R', 'I', 'S', 'L', 'U', 'W', 'G', 'F') ('E', 'O', 'N', 'T', 'D', 'H', 'P', 'M', 'C') 2915960369
('R', 'N', 'S', 'H', 'P', 'D', 'W', 'M', 'L') ('O', 'E', 'A', 'T', 'F', 'I', 'U', 'C', 'G') 2915949211
('R', 'O', 'I', 'N', 'G', 'U', 'W', 'M', 'C') ('A', 'T', 'S', 'E', 'L', 'H', 'D', 'F', 'P') 2915714856
('A', 'H', 'O', 'R', 'L', 'D', 'G', 'W', 'P') ('E', 'I', 'N', 'T', 'U', 'S', 'F', 'C', 'M') 2915714563
('R', 'T', 'A', 'N', 'M', 'G', 'F', 'W', 'P') ('I', 'O', 'E', 'S', 'D', 'U', 'C', 'H', 'L') 2915540824
('O', 'R', 'H', 'E', 'W', 'M', 'F', 'G', 'P') ('A', 'T', 'I', 'N', 'L', 'D', 'U', 'S', 'C') 2915529456
('A', 'H', 'I', 'S', 'L', 'U', 'P', 'D', 'G') ('O', 'E', 'N', 'T', 'F', 'R', 'W', 'C', 'M') 2915505592
('R', 'S', 'I', 'N', 'C', 'U', 'W', 'F', 'P') ('E', 'O', 'A', 'T', 'D', 'H', 'G', 'L', 'M') 2915501885
('O', 'H', 'A', 'R', 'D', 'U', 'P', 'L', 'G') ('E', 'I', 'N', 'T', 'C', 'S', 'F', 'M', 'W') 2915453741
('R', 'S', 'H', 'A', 'C', 'L', 'M', 'D', 'F') ('O', 'I', 'T', 'E', 'U', 'N', 'P', 'W', 'G') 2915440448
('A', 'H', 'I', 'S', 'L', 'U', 'W', 'D', 'C') ('O', 'E', 'N', 'T', 'F', 'R', 'M', 'P', 'G') 2915410188
