[('A', 'E', 'S', 'T', 'U', 'D', 'F', 'C', 'G', 'B'), 688783762.1000003] 
[('T', 'S', 'E', 'A', 'U', 'B', 'C', 'F', 'G', 'D'), 476454690.0999998] 
[('T', 'S', 'A', 'E', 'F', 'D', 'B', 'C', 'G', 'U'), 476442325.15000004] 
[('S', 'E', 'T', 'A', 'F', 'U', 'G', 'D', 'B', 'C'), 476428472.0499999] 
[('S', 'T', 'E', 'A', 'B', 'F', 'D', 'G', 'U', 'C'), 476390224.55000013] 
[('S', 'A', 'T', 'E', 'G', 'B', 'U', 'C', 'D', 'F'), 476384972.8499999] 
[('S', 'T', 'A', 'E', 'D', 'U', 'G', 'C', 'B', 'F'), 476381408.75000006] 
[('S', 'A', 'T', 'E', 'C', 'F', 'G', 'B', 'D', 'U'), 476344331.9499998] 
[('A', 'T', 'S', 'E', 'C', 'B', 'U', 'F', 'G', 'D'), 476311198.4999999] 
[('A', 'S', 'E', 'T', 'F', 'B', 'D', 'C', 'G', 'U'), 476305350.45000005] 
[('T', 'A', 'S', 'E', 'B', 'U', 'D', 'G', 'F', 'C'), 476268457.5000001] 
[('A', 'S', 'E', 'T', 'U', 'B', 'D', 'C', 'F', 'G'), 476256857.4999999] 
[('S', 'E', 'A', 'T', 'D', 'G', 'C', 'U', 'F', 'B'), 476256211.0500001] 
[('S', 'E', 'T', 'A', 'F', 'U', 'B', 'C', 'D', 'G'), 476239949.95000005] 
[('T', 'E', 'A', 'S', 'D', 'B', 'F', 'U', 'C', 'G'), 476231011.0] 
[('A', 'E', 'T', 'S', 'D', 'U', 'G', 'F', 'C', 'B'), 476203783.45000017] 
[('S', 'A', 'E', 'T', 'F', 'B', 'C', 'U', 'D', 'G'), 476168528.9500001] 
[('T', 'E', 'S', 'A', 'C', 'U', 'B', 'G', 'F', 'D'), 476161966.44999987] 
[('T', 'A', 'S', 'E', 'F', 'B', 'G', 'U', 'C', 'D'), 476152536.99999964] 
[('T', 'E', 'S', 'A', 'F', 'U', 'G', 'B', 'C', 'D'), 476124316.75] 
[('T', 'A', 'S', 'E', 'C', 'B', 'F', 'G', 'U', 'D'), 476110836.0499998] 
[('A', 'E', 'T', 'S', 'C', 'B', 'G', 'F', 'U', 'D'), 476097505.00000006] 
[('A', 'E', 'T', 'S', 'D', 'C', 'B', 'G', 'U', 'F'), 476083820.40000004] 
[('A', 'E', 'T', 'S', 'G', 'B', 'F', 'U', 'C', 'D'), 476077856.29999995] 
[('S', 'T', 'A', 'E', 'D', 'U', 'B', 'C', 'G', 'F'), 476064038.4500001] 
[('T', 'A', 'S', 'E', 'C', 'F', 'G', 'D', 'U', 'B'), 476061766.1499999] 
[('A', 'E', 'T', 'S', 'B', 'G', 'C', 'F', 'D', 'U'), 476035522.0] 
[('S', 'E', 'T', 'A', 'F', 'U', 'C', 'B', 'D', 'G'), 476025905.7500003] 
[('T', 'E', 'S', 'A', 'G', 'U', 'F', 'B', 'C', 'D'), 475984343.20000005] 
[('T', 'E', 'S', 'A', 'G', 'B', 'U', 'F', 'D', 'C'), 475971242.9500003] 
[('S', 'E', 'A', 'T', 'D', 'B', 'F', 'U', 'G', 'C'), 475957899.5] 
[('T', 'S', 'E', 'A', 'U', 'G', 'B', 'F', 'C', 'D'), 475954144.59999967] 
[('A', 'S', 'T', 'E', 'F', 'U', 'G', 'B', 'D', 'C'), 475951600.30000013] 
[('A', 'E', 'T', 'S', 'D', 'C', 'G', 'F', 'U', 'B'), 475949483.3000002] 
[('S', 'T', 'E', 'A', 'G', 'B', 'D', 'U', 'F', 'C'), 475920848.00000006] 
[('S', 'E', 'T', 'A', 'G', 'B', 'U', 'D', 'F', 'C'), 475915858.6] 
[('T', 'S', 'A', 'E', 'D', 'U', 'C', 'F', 'B', 'G'), 475901522.55] 
[('S', 'A', 'T', 'E', 'B', 'F', 'G', 'U', 'D', 'C'), 475897414.84999996] 
[('S', 'T', 'A', 'E', 'B', 'D', 'F', 'G', 'C', 'U'), 475887464.3000001] 
[('A', 'T', 'S', 'E', 'G', 'U', 'C', 'D', 'B', 'F'), 475882009.75] 
[('A', 'E', 'T', 'S', 'F', 'G', 'C', 'B', 'D', 'U'), 475880792.85000014] 
[('S', 'E', 'T', 'A', 'C', 'F', 'D', 'G', 'B', 'U'), 475864330.29999995] 
[('T', 'S', 'A', 'E', 'D', 'B', 'F', 'U', 'C', 'G'), 475860662.5999999] 
[('T', 'S', 'E', 'A', 'U', 'F', 'D', 'C', 'B', 'G'), 475833842.49999976] 
[('S', 'T', 'E', 'A', 'F', 'G', 'D', 'C', 'U', 'B'), 475831138.05000013] 
[('A', 'E', 'T', 'S', 'D', 'C', 'B', 'F', 'G', 'U'), 475825245.60000026] 
[('S', 'T', 'E', 'A', 'F', 'D', 'B', 'G', 'C', 'U'), 475800955.1500002] 
[('A', 'E', 'T', 'S', 'D', 'U', 'B', 'C', 'F', 'G'), 475799311.15000004] 
[('A', 'E', 'T', 'S', 'C', 'F', 'B', 'G', 'D', 'U'), 475794088.70000005] 
[('T', 'E', 'S', 'A', 'B', 'U', 'D', 'G', 'F', 'C'), 475753932.30000013] 
[('A', 'E', 'T', 'S', 'B', 'F', 'G', 'C', 'D', 'U'), 475744210.55] 
[('T', 'E', 'S', 'A', 'D', 'G', 'F', 'C', 'U', 'B'), 475717994.0999998] 
[('S', 'A', 'T', 'E', 'G', 'B', 'F', 'U', 'C', 'D'), 475714625.4499998] 
[('A', 'T', 'S', 'E', 'C', 'G', 'U', 'F', 'D', 'B'), 475692830.9499999] 
[('A', 'S', 'T', 'E', 'U', 'G', 'C', 'B', 'F', 'D'), 475653469.20000017] 
[('T', 'S', 'A', 'E', 'D', 'U', 'G', 'B', 'C', 'F'), 475648772.8500001] 
[('A', 'E', 'T', 'S', 'C', 'B', 'D', 'G', 'F', 'U'), 475621031.3000001] 
[('S', 'A', 'E', 'T', 'G', 'D', 'U', 'F', 'B', 'C'), 475618150.8000001] 
[('S', 'E', 'T', 'A', 'C', 'U', 'G', 'B', 'D', 'F'), 475604832.15] 
[('T', 'S', 'E', 'A', 'B', 'F', 'D', 'G', 'U', 'C'), 475584988.9500001] 
[('T', 'S', 'E', 'A', 'U', 'D', 'B', 'G', 'C', 'F'), 475584294.8499999] 
[('S', 'A', 'E', 'T', 'B', 'F', 'G', 'C', 'U', 'D'), 475576205.49999994] 
[('T', 'A', 'S', 'E', 'U', 'F', 'B', 'G', 'C', 'D'), 475557084.79999983] 
[('A', 'S', 'E', 'T', 'B', 'G', 'D', 'F', 'C', 'U'), 475556028.6500001] 
[('T', 'S', 'E', 'A', 'F', 'B', 'D', 'U', 'C', 'G'), 475550996.9999999] 
[('S', 'A', 'E', 'T', 'B', 'D', 'U', 'F', 'G', 'C'), 475544068.25000006] 
[('S', 'E', 'T', 'A', 'C', 'U', 'B', 'F', 'D', 'G'), 475543344.84999996] 
[('A', 'E', 'T', 'S', 'C', 'G', 'F', 'D', 'B', 'U'), 475526395.84999996] 
[('A', 'S', 'E', 'T', 'G', 'B', 'D', 'C', 'F', 'U'), 475513928.25000006] 
[('S', 'T', 'E', 'A', 'U', 'D', 'B', 'F', 'C', 'G'), 475481771.55000013] 
[('T', 'E', 'S', 'A', 'B', 'U', 'G', 'C', 'F', 'D'), 475478998.1999999] 
[('T', 'A', 'S', 'E', 'G', 'F', 'C', 'U', 'D', 'B'), 475470171.10000014] 
[('S', 'E', 'A', 'T', 'D', 'G', 'C', 'U', 'B', 'F'), 475463095.25000006] 
[('T', 'S', 'E', 'A', 'F', 'G', 'D', 'U', 'B', 'C'), 475458157.6000001] 
[('E', 'T', 'S', 'A', 'F', 'B', 'U', 'G', 'D', 'C'), 475454637.0000001] 
[('A', 'E', 'T', 'S', 'C', 'F', 'D', 'U', 'G', 'B'), 475443094.3] 
[('S', 'E', 'T', 'A', 'G', 'B', 'F', 'U', 'D', 'C'), 475429337.20000005] 
[('T', 'A', 'S', 'E', 'G', 'C', 'U', 'B', 'D', 'F'), 475418190.70000017] 
[('T', 'A', 'S', 'E', 'B', 'G', 'F', 'C', 'D', 'U'), 475414384.04999995] 
[('A', 'S', 'T', 'E', 'U', 'F', 'B', 'C', 'G', 'D'), 475381298.74999994] 
[('S', 'T', 'A', 'E', 'B', 'D', 'G', 'U', 'F', 'C'), 475370706.70000005] 
[('A', 'E', 'T', 'S', 'B', 'G', 'D', 'U', 'F', 'C'), 475370153.1999999] 
[('S', 'E', 'T', 'A', 'D', 'C', 'F', 'B', 'G', 'U'), 475351541.80000013] 
[('T', 'S', 'A', 'E', 'G', 'D', 'B', 'U', 'F', 'C'), 475338835.95000005] 
[('S', 'A', 'T', 'E', 'F', 'G', 'U', 'D', 'C', 'B'), 475334908.55000013] 
[('T', 'E', 'S', 'A', 'G', 'U', 'B', 'F', 'C', 'D'), 475327276.59999985] 
[('A', 'T', 'S', 'E', 'C', 'U', 'F', 'G', 'B', 'D'), 475326393.50000006] 
[('S', 'A', 'T', 'E', 'G', 'U', 'C', 'D', 'F', 'B'), 475306092.20000017] 
[('A', 'T', 'S', 'E', 'U', 'F', 'C', 'D', 'G', 'B'), 475263356.04999983] 
[('S', 'T', 'A', 'E', 'D', 'B', 'C', 'F', 'U', 'G'), 475256574.5000001] 
[('T', 'E', 'S', 'A', 'F', 'G', 'U', 'B', 'C', 'D'), 475236162.9000001] 
[('T', 'A', 'S', 'E', 'G', 'F', 'C', 'D', 'U', 'B'), 475232804.40000004] 
[('S', 'A', 'T', 'E', 'F', 'U', 'C', 'B', 'D', 'G'), 475219429.4500002] 
[('E', 'T', 'S', 'A', 'F', 'G', 'U', 'B', 'D', 'C'), 475206885.80000013] 
[('T', 'E', 'S', 'A', 'D', 'B', 'F', 'C', 'U', 'G'), 475180114.9999999] 
[('T', 'E', 'S', 'A', 'D', 'F', 'B', 'C', 'G', 'U'), 475170326.79999983] 
[('S', 'E', 'T', 'A', 'B', 'G', 'D', 'F', 'U', 'C'), 475165329.2000001] 
[('S', 'E', 'T', 'A', 'G', 'F', 'C', 'U', 'B', 'D'), 475161299.30000025] 
[('S', 'T', 'A', 'E', 'G', 'D', 'B', 'C', 'U', 'F'), 475157133.60000014] 
[('S', 'T', 'A', 'E', 'D', 'B', 'F', 'C', 'G', 'U'), 475136690.29999983] 
[('T', 'A', 'S', 'E', 'B', 'F', 'G', 'C', 'D', 'U'), 475115498.34999996] 
[('S', 'A', 'E', 'T', 'G', 'B', 'F', 'C', 'D', 'U'), 475107362.0499999] 
[('A', 'S', 'E', 'T', 'U', 'D', 'B', 'G', 'F', 'C'), 475060768.4000001] 
[('S', 'E', 'T', 'A', 'C', 'U', 'B', 'G', 'D', 'F'), 475060059.84999985] 
[('S', 'E', 'T', 'A', 'C', 'F', 'G', 'B', 'D', 'U'), 475019743.0999999] 
[('A', 'S', 'E', 'T', 'U', 'B', 'C', 'G', 'F', 'D'), 475012094.90000004] 
[('S', 'E', 'T', 'A', 'D', 'C', 'U', 'B', 'F', 'G'), 474992880.5000003] 
[('T', 'S', 'E', 'A', 'U', 'D', 'B', 'F', 'C', 'G'), 474988432.5499999] 
[('A', 'E', 'T', 'S', 'G', 'F', 'D', 'U', 'B', 'C'), 474987175.90000015] 
[('T', 'S', 'A', 'E', 'G', 'D', 'C', 'F', 'B', 'U'), 474901958.25000006] 
[('S', 'A', 'E', 'T', 'F', 'D', 'G', 'B', 'C', 'U'), 474880900.00000006] 
[('A', 'T', 'S', 'E', 'U', 'G', 'B', 'D', 'C', 'F'), 474875651.6999999] 
[('A', 'S', 'E', 'T', 'B', 'G', 'D', 'F', 'U', 'C'), 474867716.95000005] 
[('A', 'T', 'S', 'E', 'U', 'F', 'C', 'D', 'B', 'G'), 474845230.84999985] 
[('T', 'E', 'A', 'S', 'D', 'G', 'F', 'C', 'B', 'U'), 474828612.19999987] 
[('S', 'E', 'A', 'T', 'D', 'G', 'F', 'B', 'U', 'C'), 474809607.35] 
[('T', 'S', 'A', 'E', 'C', 'U', 'D', 'B', 'G', 'F'), 474807064.50000006] 
[('S', 'E', 'T', 'A', 'G', 'F', 'D', 'B', 'C', 'U'), 474797880.5000002] 
[('A', 'E', 'T', 'S', 'C', 'B', 'F', 'G', 'D', 'U'), 474797273.90000004] 
[('S', 'A', 'E', 'T', 'C', 'G', 'B', 'U', 'D', 'F'), 474758201.3499999] 
[('A', 'T', 'S', 'E', 'C', 'U', 'F', 'B', 'G', 'D'), 474750690.2000001] 
[('A', 'S', 'T', 'E', 'U', 'F', 'G', 'C', 'D', 'B'), 474740905.2499998] 
[('T', 'A', 'S', 'E', 'C', 'F', 'G', 'U', 'D', 'B'), 474736985.04999995] 
[('S', 'T', 'A', 'E', 'D', 'C', 'U', 'G', 'B', 'F'), 474710524.40000004] 
[('S', 'A', 'E', 'T', 'C', 'B', 'F', 'U', 'D', 'G'), 474672663.0999999] 
[('S', 'T', 'E', 'A', 'G', 'B', 'D', 'F', 'U', 'C'), 474670485.9000001] 
[('T', 'S', 'A', 'E', 'G', 'D', 'U', 'C', 'B', 'F'), 474658323.94999987] 
[('A', 'S', 'T', 'E', 'G', 'U', 'F', 'B', 'D', 'C'), 474653339.7500002] 
[('A', 'T', 'S', 'E', 'F', 'U', 'D', 'B', 'G', 'C'), 474610667.1] 
[('E', 'T', 'S', 'A', 'F', 'U', 'B', 'C', 'G', 'D'), 474605405.59999996] 
[('T', 'E', 'S', 'A', 'B', 'U', 'F', 'G', 'D', 'C'), 474598937.7000001] 
[('T', 'S', 'A', 'E', 'F', 'D', 'U', 'C', 'G', 'B'), 474598652.0499999] 
[('T', 'E', 'A', 'S', 'D', 'F', 'G', 'B', 'C', 'U'), 474571385.3000001] 
[('S', 'A', 'E', 'T', 'B', 'G', 'F', 'U', 'D', 'C'), 474563110.54999995] 
[('T', 'E', 'S', 'A', 'C', 'F', 'U', 'G', 'B', 'D'), 474547649.30000013] 
[('T', 'S', 'A', 'E', 'D', 'U', 'B', 'F', 'C', 'G'), 474507913.95] 
[('S', 'A', 'T', 'E', 'U', 'F', 'G', 'B', 'C', 'D'), 474499479.1] 
[('T', 'S', 'A', 'E', 'D', 'B', 'F', 'G', 'C', 'U'), 474498202.1] 
[('S', 'A', 'E', 'T', 'F', 'B', 'G', 'U', 'D', 'C'), 474495104.4499999] 
[('A', 'E', 'T', 'S', 'D', 'C', 'B', 'G', 'F', 'U'), 474450928.20000005] 
[('T', 'S', 'A', 'E', 'F', 'D', 'B', 'U', 'C', 'G'), 474443028.05] 
[('S', 'E', 'A', 'T', 'D', 'B', 'G', 'F', 'C', 'U'), 474439104.30000025] 
[('T', 'E', 'S', 'A', 'D', 'F', 'G', 'C', 'U', 'B'), 474409571.1999998] 
[('T', 'S', 'A', 'E', 'C', 'B', 'D', 'G', 'U', 'F'), 474389582.15] 
[('T', 'A', 'S', 'E', 'G', 'B', 'F', 'D', 'U', 'C'), 474340613.7999999] 
[('S', 'A', 'T', 'E', 'F', 'G', 'U', 'C', 'D', 'B'), 474307152.2500002] 
[('S', 'E', 'A', 'T', 'D', 'B', 'C', 'U', 'G', 'F'), 474287800.1000001] 
[('T', 'A', 'S', 'E', 'F', 'C', 'U', 'G', 'B', 'D'), 474249825.3999999] 
[('T', 'S', 'A', 'E', 'D', 'F', 'B', 'G', 'C', 'U'), 474219071.40000004] 
[('T', 'E', 'S', 'A', 'G', 'F', 'U', 'B', 'C', 'D'), 474137735.2500002] 
[('S', 'E', 'T', 'A', 'C', 'B', 'F', 'U', 'G', 'D'), 474132847.29999995] 
[('A', 'E', 'T', 'S', 'C', 'B', 'U', 'F', 'G', 'D'), 474090521.80000013] 
[('S', 'T', 'E', 'A', 'U', 'F', 'D', 'C', 'B', 'G'), 474087863.0999999] 
[('T', 'S', 'A', 'E', 'D', 'B', 'G', 'U', 'F', 'C'), 474001932.9999999] 
[('A', 'S', 'E', 'T', 'B', 'G', 'D', 'U', 'F', 'C'), 473999127.8500001] 
[('S', 'T', 'A', 'E', 'G', 'D', 'C', 'U', 'B', 'F'), 473995480.9000001] 
[('T', 'A', 'S', 'E', 'F', 'B', 'G', 'C', 'U', 'D'), 473975616.99999964] 
[('S', 'A', 'E', 'T', 'G', 'D', 'F', 'C', 'U', 'B'), 473972756.3999999] 
[('T', 'S', 'E', 'A', 'U', 'B', 'C', 'G', 'F', 'D'), 473968740.49999994] 
[('A', 'T', 'S', 'E', 'U', 'B', 'C', 'F', 'G', 'D'), 473966554.34999996] 
[('A', 'T', 'S', 'E', 'B', 'F', 'U', 'C', 'D', 'G'), 473899723.3499999] 
[('A', 'E', 'T', 'S', 'B', 'G', 'D', 'F', 'U', 'C'), 473893945.8] 
[('T', 'S', 'A', 'E', 'D', 'U', 'C', 'F', 'G', 'B'), 473860268.55] 
[('S', 'A', 'T', 'E', 'C', 'G', 'U', 'D', 'B', 'F'), 473849726.09999985] 
[('S', 'A', 'E', 'T', 'B', 'D', 'F', 'C', 'G', 'U'), 473837416.5499998] 
[('S', 'E', 'T', 'A', 'G', 'B', 'F', 'C', 'U', 'D'), 473820447.4000001] 
[('S', 'E', 'T', 'A', 'F', 'G', 'C', 'B', 'U', 'D'), 473815388.3500003] 
[('A', 'T', 'S', 'E', 'B', 'F', 'U', 'D', 'C', 'G'), 473812340.3499998] 
[('A', 'E', 'T', 'S', 'C', 'G', 'D', 'F', 'B', 'U'), 473802927.85000014] 
[('S', 'E', 'T', 'A', 'B', 'U', 'D', 'C', 'G', 'F'), 473782260.7] 
[('E', 'T', 'S', 'A', 'F', 'U', 'G', 'B', 'D', 'C'), 473753287.70000005] 
[('S', 'E', 'T', 'A', 'G', 'F', 'B', 'U', 'C', 'D'), 473742940.20000005] 
[('A', 'E', 'T', 'S', 'B', 'F', 'U', 'G', 'C', 'D'), 473735204.35000014] 
[('T', 'S', 'A', 'E', 'B', 'D', 'F', 'U', 'C', 'G'), 473720307.29999995] 
[('A', 'S', 'T', 'E', 'B', 'G', 'U', 'F', 'C', 'D'), 473668287.8999999] 
[('A', 'T', 'S', 'E', 'C', 'U', 'G', 'F', 'B', 'D'), 473663600.8] 
[('S', 'A', 'E', 'T', 'F', 'C', 'B', 'G', 'U', 'D'), 473651048.15000004] 
[('T', 'E', 'A', 'S', 'D', 'F', 'G', 'U', 'B', 'C'), 473642233.4000001] 
[('A', 'E', 'T', 'S', 'B', 'F', 'G', 'U', 'D', 'C'), 473638470.45000005] 
[('T', 'E', 'S', 'A', 'C', 'B', 'U', 'G', 'F', 'D'), 473637896.80000013] 
[('T', 'S', 'A', 'E', 'G', 'D', 'C', 'B', 'U', 'F'), 473604418.25000024] 
[('A', 'S', 'T', 'E', 'G', 'F', 'U', 'B', 'D', 'C'), 473604190.95000017] 
[('E', 'T', 'S', 'A', 'F', 'U', 'G', 'B', 'C', 'D'), 473601544.79999995] 
[('A', 'T', 'S', 'E', 'U', 'B', 'G', 'D', 'F', 'C'), 473579325.2499999] 
[('A', 'S', 'E', 'T', 'F', 'B', 'D', 'U', 'C', 'G'), 473548729.65] 
[('T', 'E', 'S', 'A', 'F', 'U', 'B', 'G', 'C', 'D'), 473537019.04999983] 
[('S', 'T', 'E', 'A', 'U', 'B', 'D', 'C', 'G', 'F'), 473534327.39999986] 
[('S', 'A', 'T', 'E', 'G', 'F', 'B', 'U', 'C', 'D'), 473530913.65] 
[('T', 'S', 'A', 'E', 'G', 'D', 'C', 'B', 'F', 'U'), 473530404.25000024] 
[('T', 'E', 'S', 'A', 'D', 'G', 'F', 'C', 'B', 'U'), 473529107.0999999] 
[('S', 'E', 'T', 'A', 'D', 'C', 'U', 'F', 'G', 'B'), 473494009.9000004] 
[('T', 'E', 'S', 'A', 'B', 'F', 'U', 'C', 'G', 'D'), 473488345.24999994] 
[('S', 'E', 'T', 'A', 'G', 'U', 'D', 'F', 'B', 'C'), 473478592.3500001] 
[('S', 'T', 'A', 'E', 'D', 'B', 'U', 'C', 'F', 'G'), 473466138.79999995] 
[('T', 'E', 'A', 'S', 'D', 'B', 'G', 'F', 'C', 'U'), 473459037.50000006] 
[('S', 'E', 'T', 'A', 'G', 'F', 'U', 'D', 'C', 'B'), 473425139.30000013] 
[('S', 'T', 'E', 'A', 'F', 'D', 'G', 'B', 'U', 'C'), 473418756.95000017] 
[('T', 'A', 'S', 'E', 'G', 'B', 'F', 'C', 'D', 'U'), 473408448.6999999] 
[('T', 'A', 'S', 'E', 'U', 'G', 'F', 'B', 'C', 'D'), 473404619.19999987] 
[('T', 'S', 'A', 'E', 'D', 'F', 'C', 'U', 'B', 'G'), 473395426.40000004] 
[('T', 'E', 'S', 'A', 'B', 'G', 'U', 'C', 'F', 'D'), 473387400.75] 
[('A', 'T', 'S', 'E', 'F', 'G', 'B', 'D', 'U', 'C'), 473367343.15000004] 
[('T', 'S', 'A', 'E', 'G', 'D', 'F', 'C', 'U', 'B'), 473367322.2499999] 
[('A', 'E', 'T', 'S', 'C', 'G', 'B', 'F', 'U', 'D'), 473366886.0500001] 
[('T', 'S', 'A', 'E', 'D', 'G', 'C', 'U', 'B', 'F'), 473366225.59999996] 
[('A', 'E', 'T', 'S', 'B', 'F', 'D', 'C', 'U', 'G'), 473354941.45] 
[('A', 'S', 'T', 'E', 'B', 'F', 'U', 'G', 'C', 'D'), 473354880.65000004] 
[('S', 'A', 'T', 'E', 'B', 'U', 'F', 'C', 'D', 'G'), 473345736.40000004] 
[('S', 'E', 'A', 'T', 'D', 'B', 'C', 'U', 'F', 'G'), 473330879.5000002] 
[('T', 'S', 'E', 'A', 'U', 'F', 'B', 'G', 'C', 'D'), 473267978.5999998] 
[('T', 'S', 'A', 'E', 'D', 'F', 'C', 'U', 'G', 'B'), 473229713.1999999] 
[('S', 'T', 'E', 'A', 'F', 'G', 'D', 'C', 'B', 'U'), 473228719.25000006] 
[('S', 'A', 'E', 'T', 'C', 'B', 'F', 'G', 'D', 'U'), 473228610.79999983] 
[('S', 'A', 'E', 'T', 'F', 'G', 'B', 'U', 'C', 'D'), 473207682.7] 
[('S', 'A', 'E', 'T', 'G', 'B', 'U', 'F', 'D', 'C'), 473189487.85] 
[('T', 'A', 'S', 'E', 'U', 'F', 'G', 'C', 'B', 'D'), 473143333.9999997] 
[('T', 'S', 'A', 'E', 'F', 'D', 'U', 'C', 'B', 'G'), 473136077.4499999] 
[('T', 'E', 'A', 'S', 'D', 'B', 'F', 'G', 'C', 'U'), 473133291.3] 
[('A', 'T', 'S', 'E', 'B', 'U', 'C', 'F', 'G', 'D'), 473119909.45000005] 
[('S', 'A', 'T', 'E', 'G', 'C', 'U', 'F', 'B', 'D'), 473079913.1500001] 
[('T', 'E', 'A', 'S', 'D', 'F', 'C', 'U', 'G', 'B'), 473074504.6000001] 
[('A', 'E', 'T', 'S', 'B', 'G', 'D', 'F', 'C', 'U'), 473070293.8000001] 
[('T', 'A', 'S', 'E', 'C', 'G', 'F', 'U', 'D', 'B'), 473066762.9499999] 
[('T', 'S', 'A', 'E', 'C', 'B', 'D', 'U', 'F', 'G'), 473066202.94999987] 
[('S', 'E', 'T', 'A', 'B', 'U', 'C', 'F', 'D', 'G'), 473053089.80000025] 
[('S', 'E', 'T', 'A', 'C', 'F', 'U', 'D', 'B', 'G'), 473019188.4] 
[('T', 'E', 'S', 'A', 'B', 'F', 'U', 'G', 'D', 'C'), 473004620.75000024] 
[('T', 'S', 'A', 'E', 'D', 'U', 'G', 'F', 'C', 'B'), 472990316.25] 
[('S', 'A', 'T', 'E', 'B', 'G', 'U', 'D', 'C', 'F'), 472989913.70000005] 
[('S', 'T', 'A', 'E', 'D', 'U', 'B', 'C', 'F', 'G'), 472979948.95000017] 
[('S', 'A', 'E', 'T', 'B', 'G', 'C', 'U', 'D', 'F'), 472969715.65000004] 
[('T', 'S', 'A', 'E', 'D', 'U', 'F', 'G', 'B', 'C'), 472929115.45000005] 
[('T', 'S', 'A', 'E', 'C', 'B', 'D', 'F', 'U', 'G'), 472900492.15] 
[('T', 'A', 'S', 'E', 'B', 'U', 'C', 'D', 'F', 'G'), 472895675.1000002] 
[('A', 'S', 'T', 'E', 'G', 'F', 'U', 'C', 'B', 'D'), 472893052.25] 
[('A', 'T', 'S', 'E', 'B', 'U', 'G', 'D', 'F', 'C'), 472877008.65] 
[('A', 'E', 'T', 'S', 'C', 'G', 'D', 'B', 'F', 'U'), 472869931.35] 
[('A', 'T', 'S', 'E', 'F', 'G', 'B', 'U', 'D', 'C'), 472852854.05000013] 
[('S', 'A', 'T', 'E', 'C', 'U', 'G', 'B', 'D', 'F'), 472849235.9999999] 
[('A', 'E', 'T', 'S', 'D', 'B', 'U', 'C', 'F', 'G'), 472842076.95000005] 
[('S', 'E', 'T', 'A', 'C', 'B', 'U', 'G', 'D', 'F'), 472831577.70000005] 
[('S', 'A', 'T', 'E', 'G', 'F', 'C', 'B', 'D', 'U'), 472828477.9500001] 
[('S', 'T', 'E', 'A', 'F', 'D', 'B', 'U', 'G', 'C'), 472789358.4500001] 
[('T', 'S', 'A', 'E', 'D', 'U', 'C', 'G', 'F', 'B'), 472746890.45000005] 
[('S', 'T', 'E', 'A', 'U', 'F', 'B', 'G', 'C', 'D'), 472745146.2000001] 
[('S', 'E', 'A', 'T', 'D', 'G', 'B', 'F', 'C', 'U'), 472716892.55000013] 
[('T', 'S', 'A', 'E', 'F', 'D', 'B', 'C', 'U', 'G'), 472713770.85] 
[('S', 'E', 'T', 'A', 'B', 'G', 'F', 'D', 'U', 'C'), 472701785.79999983] 
[('T', 'S', 'A', 'E', 'D', 'U', 'C', 'B', 'F', 'G'), 472665389.4500002] 
[('T', 'S', 'A', 'E', 'B', 'D', 'F', 'G', 'C', 'U'), 472660554.7000001] 
[('S', 'E', 'T', 'A', 'D', 'C', 'U', 'B', 'G', 'F'), 472649056.50000036] 
[('A', 'S', 'E', 'T', 'G', 'B', 'D', 'U', 'C', 'F'), 472634806.15] 
[('S', 'A', 'T', 'E', 'G', 'B', 'U', 'D', 'F', 'C'), 472634339.2499998] 
[('S', 'A', 'T', 'E', 'C', 'U', 'G', 'F', 'D', 'B'), 472591637.2] 
[('S', 'E', 'T', 'A', 'C', 'B', 'F', 'G', 'U', 'D'), 472591393.9000001] 
[('S', 'A', 'T', 'E', 'B', 'U', 'G', 'D', 'F', 'C'), 472552535.99999994] 
[('S', 'T', 'E', 'A', 'G', 'F', 'D', 'B', 'U', 'C'), 472540978.1000002] 
[('S', 'E', 'T', 'A', 'D', 'G', 'C', 'U', 'B', 'F'), 472537850.9500002] 
[('T', 'A', 'S', 'E', 'B', 'F', 'C', 'G', 'U', 'D'), 472527812.54999995] 
[('S', 'E', 'T', 'A', 'G', 'U', 'F', 'C', 'D', 'B'), 472503569.9500001] 
[('S', 'E', 'T', 'A', 'C', 'G', 'F', 'B', 'D', 'U'), 472488791.84999985] 
[('S', 'T', 'A', 'E', 'D', 'B', 'U', 'C', 'G', 'F'), 472468178.19999987] 
[('A', 'E', 'T', 'S', 'G', 'F', 'D', 'B', 'C', 'U'), 472457013.60000014] 
[('T', 'S', 'E', 'A', 'F', 'B', 'D', 'G', 'C', 'U'), 472421909.1000001] 
[('A', 'T', 'S', 'E', 'G', 'U', 'C', 'D', 'F', 'B'), 472418999.05] 
[('T', 'S', 'A', 'E', 'G', 'D', 'F', 'C', 'B', 'U'), 472417636.4499999] 
[('S', 'A', 'T', 'E', 'F', 'U', 'G', 'C', 'D', 'B'), 472412321.3500001] 
[('E', 'T', 'S', 'A', 'F', 'G', 'U', 'B', 'C', 'D'), 472411069.0] 
[('A', 'E', 'T', 'S', 'D', 'U', 'G', 'B', 'C', 'F'), 472404958.4500001] 
[('A', 'E', 'T', 'S', 'B', 'G', 'F', 'C', 'D', 'U'), 472402264.49999994] 
